Price,District,Ward,Time,Area
1 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,22/05/2017, 65m2
1.7 triệu/tháng, Quận Hoàng Mai, Phường Định Công,21/05/2017, 20m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,20/05/2017, 13m2
3 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,20/05/2017, 28m2
1.5 triệu/tháng, Quận Hà Đông, Phường Phúc La,20/05/2017, 15m2
2 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 2,19/05/2017, 30m2
1.3 triệu/tháng, Quận Hoàng Mai, Phường Định Công,18/05/2017, 12m2
2 triệu/tháng, Quận Đống Đa, Phường Thổ Quan,18/05/2017, 12m2
2 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,18/05/2017, 18m2
2.6 triệu/tháng, Quận Đống Đa, Phường Trung Tự,17/05/2017, 18m2
2.4 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 2,15/05/2017, 26m2
2.4 triệu/tháng, Quận Ba Đình,Địa chỉ: Kim Mã,03/05/2017, 20m2
1.5 triệu/tháng, Quận Ba Đình, Phường Giảng Võ,03/05/2017, 16m2
4.5 triệu/tháng, Quận Đống Đa, Phường Phương Mai,28/04/2017, 60m2
1.7 triệu/tháng, Huyện Từ Liêm, Phú Diễn,28/04/2017, 25m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,27/04/2017, 30m2
3.5 triệu/tháng, Quận Ba Đình, Phường Phúc Xá,26/04/2017, 20m2
1.5 triệu/tháng, Quận Hà Đông, Phường Dương Nội,25/04/2017, 17m2
1.8 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,23/04/2017, 20m2
1.8 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,20/04/2017, 15m2
2.5 triệu/tháng, Quận Hai Bà Trưng,Địa chỉ: Số Nhà 64 Ngõ Trại Cá Phường Trương Định,20/04/2017, 38m2
1.7 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,20/04/2017, 17m2
1.8 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,18/04/2017, 15m2
1.2 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,17/04/2017, 12m2
3 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,16/04/2017, 25m2
3 triệu/tháng, Quận Đống Đa, Phường Phương Mai,16/04/2017, 35m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,16/04/2017, 17m2
Thỏa thuận, Quận Thanh Xuân, Phường Thanh Xuân Bắc,16/04/2017, 30m2
800.000 đồng/tháng, Quận Hà Đông, Phường Phúc La,15/04/2017, 12m2
3.7 triệu/tháng, Quận Đống Đa, Phường Phương Liên,15/04/2017, 35m2
3.5 triệu/tháng, Quận Ba Đình, Phường Phúc Xá,15/04/2017, 20m2
Thỏa thuận, Quận Thanh Xuân, Phường Hạ Đình,15/04/2017, 24m2
2.6 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,14/04/2017, 25m2
2.6 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,14/04/2017, 25m2
1.8 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,12/04/2017, 15m2
1.7 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Đằng,12/04/2017, 20m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,11/04/2017, 13m2
1.5 triệu/tháng, Quận Hà Đông,Địa chỉ: Phường Mỗ Lao,11/04/2017, 20m2
2.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,11/04/2017, 22m2
3.1 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Trung,11/04/2017, 20m2
2.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Đằng,11/04/2017, 12m2
1.8 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,10/04/2017, 15m2
1.8 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,09/04/2017, 15m2
3.1 triệu/tháng, Thanh Xuân,Địa chỉ: CCMN NeraHome - 26 ngõ 1B Đh Hà Nội,09/04/2017, 20m2
3 triệu/tháng, Quận Cầu Giấy,Địa chỉ: 56 Doãn Kế Thiện,09/04/2017, 35m2
1 triệu/tháng, Huyện Đông Anh, Xã Đại Mạch,06/04/2017, 18m2
1.8 triệu/tháng, Quận Đống Đa, Đường Láng,06/04/2017, 15m2
1.8 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,06/04/2017, 15m2
2 triệu/tháng, Huyện Từ Liêm,Địa chỉ: Phường Phúc Diễn,06/04/2017, 20m2
2.8 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,05/04/2017, 22m2
Thỏa thuận, Quận Hoàng Mai, Phường Tương Mai,05/04/2017, 30m2
3 triệu/tháng, Quận Hoàng Mai, Phường Vĩnh Hưng,04/04/2017, 50m2
2.3 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,03/04/2017, 25m2
2 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,02/04/2017, 30m2
2 triệu/tháng, Quận Đống Đa, Phường Phương Liên,02/04/2017, 18m2
1.4 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,01/04/2017, 12m2
1.2 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,01/04/2017, 40m2
2.2 triệu/tháng, Quận Ba Đình, Phường Ngọc Khánh,01/04/2017, 25m2
6 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng,29/03/2017, 50m2
1.9 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,25/03/2017, 19m2
2.2 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,24/03/2017, 20m2
800.000 đồng/tháng, Quận Hà Đông, Phường Phúc La,24/03/2017, 12m2
2.6 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,23/03/2017, 25m2
Thỏa thuận, Quận Hoàn Kiếm, Phường Cửa Nam,23/03/2017, 35m2
2.6 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,21/03/2017, 20m2
2 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,17/03/2017, 35m2
2.8 triệu/tháng, Quận Ba Đình, Phường Kim Mã,14/03/2017, 20m2
2.5 triệu/tháng, Quận Đống Đa,Địa chỉ: 554 Trường Chinh,13/03/2017, 20m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Lương,11/03/2017, 18m2
Thỏa thuận, Quận Hai Bà Trưng, Vân Hồ 2,11/03/2017, 10m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Phạm Đình Hổ,07/03/2017, 20m2
500.000 đồng/tháng, Huyện Hoài Đức, Xã Đức Thượng,06/03/2017, 16m2
2.8 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,06/03/2017, 25m2
Thỏa thuận, Quận Đống Đa, Phường Cát Linh,16/02/2017, 35m2
1.5 triệu/tháng, Quận Ba Đình, Phường Cống Vị,16/02/2017, 12m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Định Công,14/02/2017, 18m2
2.5 triệu/tháng, Quận Hà Đông, Phường Nguyễn Trãi,12/02/2017, 20m2
3.2 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,20/12/2016, 18m2
2 triệu/tháng, Quận Đống Đa, Phường Thổ Quan,18/12/2016, 20m2
1 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,17/12/2016, 10m2
2 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,03/12/2016, 25m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Hạ Đình,03/12/2016, 25m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,03/12/2016, 25m2
3.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Mai,03/12/2016, 35m2
1 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,03/12/2016, 12m2
300.000 đồng/tháng, Huyện Sóc Sơn, Xã Phú Cường,02/12/2016, 22m2
2.5 triệu/tháng, Quận Hoàng Mai, Phường Định Công,30/11/2016, 30m2
1.2 triệu/tháng, Quận Hà Đông, Phường Phú La,30/11/2016, 20m2
2 triệu/tháng, Quận Tây Hồ, Phường Tứ Liên,30/11/2016, 22m2
2.5 triệu/tháng, Quận Tây Hồ, Phường Nhật Tân,29/11/2016, 25m2
3 triệu/tháng, Quận Hai Bà Trưng, Minh Khai,29/11/2016, 30m2
Thỏa thuận, Quận Đống Đa, Phường Phương Mai,29/11/2016, 25m2
3.3 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,17/11/2016, 25m2
3 triệu/tháng, Quận Đống Đa,Địa chỉ: Số 11 ngõ 252/53 Tây sơn,14/11/2016, 30m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,14/11/2016, 26m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,12/11/2016, 14m2
Thỏa thuận, Quận Hà Đông, Phường Nguyễn Trãi,11/11/2016, 20m2
3.2 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,02/11/2016, 30m2
1.5 triệu/tháng, Quận Đống Đa, Phường Ô Chợ Dừa,02/11/2016, 15m2
2.6 triệu/tháng, Quận Ba Đình, Phường Kim Mã,01/11/2016, 20m2
2.3 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,01/11/2016, 20m2
5 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,31/10/2016, 70m2
4 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,31/10/2016, 40m2
1.8 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,20/10/2016, 22m2
2.7 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,20/10/2016, 15m2
2.5 triệu/tháng, Quận Hà Đông, Phường Mỗ Lao,20/10/2016, 20m2
Thỏa thuận, Quận Cầu Giấy, Phường Mai Dịch,19/10/2016, 20m2
2 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Đại Kim,17/10/2016, 20m2
1.3 triệu/tháng, Quận Hà Đông, Phường Phú Lãm,16/10/2016, 20m2
2.3 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,16/10/2016, 25m2
1.3 triệu/tháng, Quận Hà Đông, Phường Phú Lãm,15/10/2016, 20m2
2.7 triệu/tháng, Quận Đống Đa,Địa chỉ: Phường Phương Liên,11/10/2016, 20m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,10/10/2016, 20m2
Thỏa thuận, Quận Đống Đa, Phường Văn Miếu,10/10/2016, 30m2
2.6 triệu/tháng, Quận Thanh Xuân,Địa chỉ: 262 Nguyễn Trãi,09/10/2016, 30m2
1.1 triệu/tháng, Quận Cầu Giấy, Phường Dịch Vọng Hậu,08/10/2016, 11m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Quỳnh Lôi,07/10/2016, 12m2
1.2 triệu/tháng, Quận Đống Đa, Phường Văn Miếu,28/09/2016, 15m2
3.8 triệu/tháng, Quận Đống Đa, Phường Ngã Tư Sở,28/09/2016, 90m2
2.9 triệu/tháng, Quận Đống Đa, Phường Văn Chương,28/09/2016, 30m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Đống Mác,27/09/2016, 15m2
1.5 triệu/tháng, Quận Ba Đình, Phường Giảng Võ,27/09/2016, 15m2
3 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,27/09/2016, 42m2
1.2 triệu/tháng, Quận Đống Đa,Địa chỉ: Chùa Bộc,27/09/2016, 18m2
1.4 triệu/tháng, Quận Đống Đa,Địa chỉ: Tôn Thất Tùng,27/09/2016, 26m2
1 triệu/tháng, Huyện Từ Liêm, Xã Đông Ngạc,26/09/2016, 14m2
1.5 triệu/tháng, Hai Bà Trưng, Vĩnh Tuy,26/09/2016, 12m2
2 triệu/tháng, Quận Long Biên, Phường Phúc Đồng,26/09/2016, 30m2
2.9 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,25/09/2016, 29m2
5 triệu/tháng, Quận Hoàng Mai, Phường Tân Mai,24/09/2016, 35m2
1 triệu/tháng, Quận Thanh Xuân, Phường Phương Liệt,23/09/2016, 16m2
1.7 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,23/09/2016, 15m2
2.5 triệu/tháng, Quận Ba Đình, Phường Cống Vị,27/08/2016, 22m2
1.5 triệu/tháng, Huyện Từ Liêm, Xã Đông Ngạc,26/08/2016, 17m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,26/08/2016, 12m2
Thỏa thuận, Quận Long Biên,Địa chỉ: Phường Thạch Bàn,25/08/2016, 25m2
2.7 triệu/tháng, Quận Tây Hồ, Phường Xuân La,24/08/2016, 18m2
3 triệu/tháng, Quận Long Biên, Phường Bồ Đề,24/08/2016, 30m2
2.5 triệu/tháng, Quận Long Biên, Phường Bồ Đề,24/08/2016, 30m2
2.6 triệu/tháng, Quận Đống Đa, Phường Nam Đồng,18/08/2016, 25m2
Thỏa thuận, Huyện Từ Liêm, Phường Đức Thắng,16/08/2016, 16m2
1.2 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,15/08/2016, 12m2
1 triệu/tháng, Huyện Thường Tín,Địa chỉ: Cao đẳng Truyền Hình,15/08/2016, 18m2
1.8 triệu/tháng, Quận Ba Đình, Phường Giảng Võ,14/08/2016, 16m2
1.5 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,14/08/2016, 15m2
1.2 triệu/tháng, Quận Hà Đông, Phường Kiến Hưng,14/08/2016, 27m2
2.2 triệu/tháng, Quận Nam Từ Liêm, Xã Mỹ Đình,13/08/2016, 20m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Trương Định,13/08/2016, 15m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bách Khoa,13/08/2016, 15m2
500.000 đồng/tháng, Quận Hà Đông, Phường Phú Lãm,13/08/2016, 12m2
1.9 triệu/tháng, Quận Hai Bà Trưng,Địa chỉ: Hoàng Mai,12/08/2016, 17m2
2.3 triệu/tháng, Quận Ba Đình, Phường Cống Vị,11/08/2016, 22m2
2.3 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,11/08/2016, 20m2
2 triệu/tháng, Quận Đống Đa,Địa chỉ: Số 14 Thịnh Quang,10/08/2016, 20m2
2 triệu/tháng, Quận Long Biên, Phường Cự Khối,10/08/2016, 25m2
3.6 triệu/tháng, Quận Cầu Giấy, đường Cầu Giấy,10/08/2016, 28m2
Thỏa thuận, Quận Thanh Xuân, Phường Nhân Chính,10/08/2016, 25m2
3.2 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,09/08/2016, 32m2
2.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,09/08/2016, 30m2
2 triệu/tháng, Quận Hai Bà Trưng, Phường Minh Khai,09/08/2016, 25m2
2.5 triệu/tháng, Quận Hai Bà Trưng, Phường Vĩnh Tuy,09/08/2016, 20m2
2.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,08/08/2016, 20m2
1 triệu/tháng, Từ Liêm,Địa chỉ: Học Viện Tài Chính,08/08/2016, 25m2
Thỏa thuận, Huyện Từ Liêm,Địa chỉ: 32,08/08/2016, 34m2
3 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,08/08/2016, 30m2
600.000 đồng/tháng, Huyện Từ Liêm, Phường Đức Thắng,07/08/2016, 12m2
Thỏa thuận, Quận Thanh Xuân,Địa chỉ: Phòng 107B - E11 -Phường Thanh Xuân Bắc,07/08/2016, 18m2
2.25 triệu/tháng, Quận Hoàng Mai, Phường Vĩnh Hưng,07/08/2016, 25m2
1.6 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,06/08/2016, 17m2
2.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,06/08/2016, 30m2
2.5 triệu/tháng, Quận Đống Đa, Phường Ô Chợ Dừa,06/08/2016, 20m2
3.8 triệu/tháng, Quận Đống Đa,Địa chỉ: Văn Chương,06/08/2016, 30m2
25 triệu/tháng, Quận Hoàng Mai, Phường Định Công,05/08/2016, 123m2
Thỏa thuận, phường Mộ Lao,Địa chỉ: SN 156 đường Thanh Bình,05/08/2016, 15m2
3 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,04/08/2016, 56m2
750.000 đồng/tháng, Huyện Gia Lâm,Địa chỉ: Số 60 đường Yên Thường,04/08/2016, 16m2
1.6 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,03/08/2016, 20m2
1.3 triệu/tháng, Quận Hai Bà Trưng,Địa chỉ: Phường Minh Khai,01/08/2016, 13m2
1.2 triệu/tháng, Đống Đa,Địa chỉ: 210A Trường Chinh,27/07/2016, 12m2
Thỏa thuận, Quận Đống Đa, Phường Quốc Tử Giám,27/07/2016, 35m2
2 triệu/tháng, Quận Tây Hồ, Phường Bưởi,26/07/2016, 30m2
1.8 triệu/tháng, Quận Ba Đình, Phường Đội Cấn,26/07/2016, 21m2
2.8 triệu/tháng, Quận Đống Đa, Phường Trung Liệt,26/07/2016, 20m2
1 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,22/07/2016, 13m2
1.8 triệu/tháng, Huyện Nam Từ Liêm, phố Mễ Trì Hạ,22/07/2016, 20m2
1.8 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Phường Yên Hòa,21/07/2016, 35m2
1.5 triệu/tháng, Quận Hoàng Mai,Địa chỉ: Số nhà 57 ngách 11 ngõ 107 Vĩnh Hưng,21/07/2016, 15m2
7.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,21/07/2016, 75m2
1.8 triệu/tháng, Quận Hoàn Kiếm, Phường Cửa Đông,14/07/2016, 15m2
Thỏa thuận, Quận Bắc Từ Liêm, Phường Đức Thắng,13/07/2016, 20m2
2.6 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Đằng,13/07/2016, 28m2
2.5 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,07/07/2016, 25m2
3 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,06/07/2016, 30m2
1.8 triệu/tháng, Quận Cầu Giấy, Phường Yên Hòa,06/07/2016, 30m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,06/07/2016, 20m2
2.5 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Vũ Tông Phan,06/07/2016, 25m2
1.9 triệu/tháng, Quận Cầu Giấy, Phường Quan Hoa,05/07/2016, 20m2
Thỏa thuận, Quận Hoàng Mai,Địa chỉ: Minh Khai,04/07/2016, 20m2
Thỏa thuận, Cầu Giấy, Trần Duy Hưng,04/07/2016, 25m2
900.000 đồng/tháng, Quận Thanh Xuân, Phường Khương Trung,04/07/2016, 12m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Đình,04/07/2016, 23m2
2.5 triệu/tháng, Quận Đống Đa, Phường Láng Thượng,04/07/2016, 60m2
2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,04/07/2016, 20m2
Thỏa thuận, Quận Hoàng Mai, Phường Mai Động,03/07/2016, 6m2
1.7 triệu/tháng, Quận Đống Đa,Địa chỉ: 185 Chùa Láng,03/07/2016, 15m2
1.5 triệu/tháng, Quận Hai Bà Trưng, Phường Bạch Mai,01/07/2016, 14m2
Thỏa thuận, Quận Cầu Giấy, Phường Yên Hòa,30/06/2016, 35m2
2 triệu/tháng, Quận Hà Đông, Phường Văn Quán,30/06/2016, 25m2
2 triệu/tháng, Cầu Giấy, Trung Hòa,30/06/2016, 15m2
1.4 triệu/tháng, Quận Ba Đình, Phường Thành Công,30/06/2016, 12m2
8 triệu/tháng, Quận Thanh Xuân, Phường Nhân Chính,30/06/2016, 100m2
2.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,24/06/2016, 20m2
1.8 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Liệt,22/06/2016, 22m2
1.6 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,22/06/2016, 18m2
1.7 triệu/tháng, Quận Hoàng Mai, Phường Định Công,21/06/2016, 20m2
Thỏa thuận, Quận Cầu Giấy, Phường Nghĩa Đô,20/06/2016, 20m2
2 triệu/tháng, Quận Đống Đa, Phường Phương Mai,17/06/2016, 15m2
1.8 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Giải Phóng,15/06/2016, 20m2
1.8 triệu/tháng, Hoàng Mai,Địa chỉ: Tam Trinh,14/06/2016, 13m2
2 triệu/tháng, Quận Hai Bà Trưng,Địa chỉ: 19 ngõ 30 phố Hồng Mai Bạch Mai,14/06/2016, 20m2
Thỏa thuận, Quận Đống Đa,Địa chỉ: Quốc Tử Giám,14/06/2016, 40m2
3 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,10/06/2016, 100m2
3.1 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Quan Hoa,08/06/2016, 28m2
2.5 triệu/tháng, Quận Đống Đa, Láng Hạ,08/06/2016, 24m2
1.5 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,08/06/2016, 12m2
3 triệu/tháng, Quận Hà Đông, Phường Mỗ Lao,08/06/2016, 25m2
3.5 triệu/tháng, Quận Hai Bà Trưng, Phường Thanh Nhàn,03/06/2016, 60m2
1.8 triệu/tháng, Quận Hoàng Mai, Trần Điền,28/05/2016, 12m2
1.3 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,28/05/2016, 13m2
1.6 triệu/tháng, Quận Hoàng Mai, Phường Hoàng Văn Thụ,28/05/2016, 17m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Mai,26/05/2016, 20m2
3 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,22/05/2016, 40m2
2.2 triệu/tháng, Quận Đống Đa, Phường Phương Mai,21/05/2016, 16m2
1.5 triệu/tháng, Huyện Từ Liêm, Phường Cổ Nhuế 1,21/05/2016, 20m2
2.5 triệu/tháng, Huyện Từ Liêm, Phường Phú Diễn,21/05/2016, 28m2
2.3 triệu/tháng, Quận Đống Đa, Phường Trung Tự,21/05/2016, 22m2
3.5 triệu/tháng, Đống Đa, ngõ 205 phố Tây Sơn,21/05/2016, 35m2
1.2 triệu/tháng, Quận Hoàng Mai, đường Minh Khai,20/05/2016, 14m2
2.3 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,20/05/2016, 20m2
1.3 triệu/tháng, Quận Long Biên, Phường Ngọc Thụy,20/05/2016, 22m2
3.3 triệu/tháng, Quận Đống Đa, Phường Láng Hạ,20/05/2016, 50m2
700.000 đồng/tháng, Huyện Gia Lâm, Thị trấn Trâu Quỳ,20/05/2016, 15m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Đình,20/05/2016, 32m2
2.2 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,18/05/2016, 14m2
Thỏa thuận, Quận Thanh Xuân, Phường Nhân Chính,12/05/2016, 12m2
Thỏa thuận, Quận Thanh Xuân, Phường Khương Trung,12/05/2016, 15m2
2 triệu/tháng, Quận Tây Hồ,Địa chỉ: Ngõ 343 Lạc Long Quân,11/05/2016, 30m2
2.2 triệu/tháng, Quận Ba Đình, Phường Kim Mã,11/05/2016, 18m2
1.1 triệu/tháng, Quận Hoàng Mai, Phường Đại Kim,10/05/2016, 13m2
2.8 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Vũ Tông Phan,09/05/2016, 25m2
1.9 triệu/tháng, Quận Đống Đa, Phường Khương Thượng,09/05/2016, 30m2
800.000 đồng/tháng, Quận Ba Đình, Phường Ngọc Khánh,08/05/2016, 12m2
1.5 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,08/05/2016, 17m2
1.8 triệu/tháng, Quận Long Biên, Phường Bồ Đề,08/05/2016, 18m2
1.6 triệu/tháng, Quận Tây Hồ, Phường Xuân La,08/05/2016, 18m2
1.6 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Nam,07/05/2016, 14m2
2 triệu/tháng, Quận Đống Đa, Phường Ngã Tư Sở,07/05/2016, 20m2
1.5 triệu/tháng, Quận Long Biên, Phường Phúc Đồng,07/05/2016, 25m2
Thỏa thuận, Quận Hoàng Mai, Phường Định Công,07/05/2016, 14m2
2 triệu/tháng, Quận Đống Đa,Địa chỉ: Số 9/71 Phương Mai,07/05/2016, 15m2
2.7 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,07/05/2016, 35m2
2.2 triệu/tháng, Quận Thanh Xuân,Địa chỉ: Cù Chính Lan,07/05/2016, 18m2
1.3 triệu/tháng, Quận Hoàng Mai,Địa chỉ: 211 Hoàng Mai,07/05/2016, 18m2
1.8 triệu/tháng, Quận Hoàng Mai, Phường Mai Động,06/05/2016, 25m2
5 triệu/tháng, quận Cầu Giấy, Phường Yên Hòa,06/05/2016, 25m2
Thỏa thuận, Quận Đống Đa, Phường Láng Thượng,06/05/2016, 28m2
1.3 triệu/tháng, Quận Long Biên, Phường Ngọc Thụy,06/05/2016, 18m2
2.5 triệu/tháng, Quận Đống Đa,Địa chỉ: Tây Sơn,05/05/2016, 28m2
Thỏa thuận, Huyện Từ Liêm, thôn Nhân Mỹ,04/05/2016, 15m2
4 triệu/tháng, Quận Cầu Giấy, Phường Mai Dịch,04/05/2016, 45m2
1.2 triệu/tháng, Quận Hà Đông, Phường Nguyễn Trãi,04/05/2016, 18m2
1 triệu/tháng, Quận Thanh Xuân, Phường Thanh Xuân Bắc,04/05/2016, 12m2
2.3 triệu/tháng,Quận Đống Đa,Địa chỉ: Ngõ 183 Thái hÀ ,04/05/2016, 25m2
1.5 triệu/tháng, Quận Thanh Xuân, Phường Khương Mai,04/05/2016, 21m2
Thỏa thuận, Quận Đống Đa, Phường Phương Mai,04/05/2016, 15m2
1.1 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,04/05/2016, 10m2
2 triệu/tháng, Quận Hoàng Mai, Phường Định Công,04/05/2016, 25m2
2.2 triệu/tháng, Hai Bà Trưng, Trương Định,04/05/2016, 27m2
500.000 đồng/tháng, Quận Hà Đông, Phường Phú Lãm,03/05/2016, 12m2
2.3 triệu/tháng, Quận Đống Đa, Phường Phương Liên,03/05/2016, 25m2
2 triệu/tháng, Quận Cầu Giấy,Địa chỉ: Số 10B Tổ 36 hẻm 43/98/25 Trung Kính,03/05/2016, 15m2
2 triệu/tháng, Quận Thanh Xuân, Phường Khương Đình,03/05/2016, 20m2
1.200 đồng/tháng, Quận Hoàng Mai, Phường Yên Sở,03/05/2016, 12m2
Thỏa thuận, Quận Hai Bà Trưng, Phường Trương Định,03/05/2016, 20m2
2.2 triệu/tháng, Huyện Từ Liêm, Xã Xuân Đỉnh,03/05/2016, 25m2
3.5 triệu/tháng, Quận Ba Đình, Phường Kim Mã,02/05/2016, 40m2
900.000 đồng/tháng, Huyện Từ Liêm, Xã Minh Khai,02/05/2016, 15m2
1.2 triệu/tháng, Quận Hoàng Mai, Phường Tương Mai,30/04/2016, 17m2
4 triệu/tháng, Quận Thanh Xuân, Phường Khương Trung,29/04/2016, 120m2
1.7 triệu/tháng, Quận Cầu Giấy, Phường Nghĩa Đô,29/04/2016, 20m2
1.3 triệu/tháng, Quận Hà Đông, Phường Hà Cầu,29/04/2016, 20m2
2 triệu/tháng, Quận Đống Đa, Phường Thổ Quan,28/04/2016, 17m2
2 triệu/tháng, Quận Cầu Giấy, Phường Trung Hòa,28/04/2016, 15m2
700.000 đồng/tháng, Quận Hà Đông,Địa chỉ: Quang Trung,28/04/2016, 20m2
4 triệu/tháng, Quận Đống Đa,Địa chỉ: Thái Hà,28/04/2016, 45m2
2.2 triệu/tháng, Quận Đống Đa, Phường Hàng Bột,27/04/2016, 20m2
